date,isin,bond_name,issuer,bond_type,credit_rating,issue_date,maturity_date,remaining_maturity,coupon_rate,interest_payment_cycle,close_price,ytm,volume,trading_value,payments_per_year,has_option,is_fixed_rate
2026-08-07,KR6150351F89,삼척블루파워13,삼척블루파워,회사채,A+,2025-08-25,2028-08-25,749.0,5.519,1개월,9970.0,5.774,51790000,51659481,12.0,False,True
2026-08-07,KR6150351G21,삼척블루파워14,삼척블루파워,회사채,A+,2026-02-25,2029-02-23,931.0,6.402,1개월,10074.0,6.181,266650000,268650857,12.0,False,True
2026-08-07,KR6155722G30,한화에너지27-2,한화에너지,회사채,A+,2026-03-03,2029-03-02,938.0,3.913,3개월,9917.5,4.54,5010000,4968667,4.0,False,True
2026-08-07,KR6157181C34,농협생명보험2(후),농협생명보험,금융채,AA0,2022-03-31,2032-03-31,2063.0,4.35,3개월,10000.0,4.439,11710000,11710000,4.0,True,True
2026-08-07,KR6166261FB5,농협금융 조건부(상)8,농협금융지주,금융채,AA-,2025-11-12,9999-12-31,,3.6,3개월,9690.0,3.748,1500000000,1453500000,4.0,True,True
2026-08-07,KR6169371E60,메리츠캐피탈신종자본증권 257,메리츠캐피탈,금융채,A-,2024-06-28,2054-06-28,10187.0,6.65,3개월,10050.0,6.667,3190000,3248595,4.0,True,True
2026-08-07,KR6169376F64,메리츠캐피탈신종자본증권 280,메리츠캐피탈,금융채,A-,2025-06-30,2055-06-30,10554.0,5.39,3개월,9615.0,5.701,10000,9615,4.0,True,True
2026-08-07,KR6169379E54,메리츠캐피탈256-4,메리츠캐피탈,금융채,A+,2024-05-24,2026-08-24,17.0,5.06,3개월,10185.0,-12.433,30000,30555,4.0,False,True
2026-08-07,KR6175331E41,JB금융지주조건부(상)7(신종-영구-5콜),JB금융지주,금융채,A+,2024-04-29,9999-12-31,,5.2,1개월,10039.0,5.186,100000,100390,12.0,True,True
2026-08-07,KR6175331E90,JB금융지주조건부(상)8(신종-영구-5콜),JB금융지주,금융채,A+,2024-09-10,9999-12-31,,4.65,1개월,9750.0,4.786,3320000,3237000,12.0,True,True
2026-08-07,KR6175331EC6,JB금융지주조건부(상)9(신종-영구-5콜),JB금융지주,금융채,A+,2024-12-05,9999-12-31,,4.95,1개월,9900.0,5.001,2020000,1999800,12.0,True,True
2026-08-07,KR6181651DA5,에스케이인천석화신종2,SK인천석유화학,회사채,A0,2023-10-19,2053-10-19,9935.0,7.3,3개월,10050.0,7.289,15440000,15517200,4.0,True,True
2026-08-07,KR6181652C26,에스케이인천석유화학23-2,SK인천석유화학,회사채,A+,2022-02-07,2027-02-05,182.0,3.907,3개월,10020.0,3.498,20000000,20040000,4.0,False,True
2026-08-07,KR6192521C55,경남은행 조건부(상)22-05이(신)영A10(사),경남은행,금융채,A+,2022-05-10,9999-12-31,,5.2,3개월,10024.0,5.253,10000,10024,4.0,True,True
2026-08-07,KR6206352E97,에스케이어드밴스드14-2,에스케이어드밴스드,회사채,BBB0,2024-09-09,2026-09-09,33.0,6.19,1개월,10027.9,8.498,517020000,518324115,12.0,False,True
2026-08-07,KR6214341F37,한국투자캐피탈125-1,한국투자캐피탈,금융채,A0,2025-03-14,2027-01-14,160.0,4.172,3개월,10045.0,4.54,5770000,5795965,4.0,False,True
2026-08-07,KR6214341F60,한국투자캐피탈127-1,한국투자캐피탈,금융채,A0,2025-06-17,2026-12-17,132.0,3.803,3개월,10049.6,3.883,10000,10049,4.0,False,True
2026-08-07,KR6214342EA0,한국투자캐피탈114-2,한국투자캐피탈,금융채,A0,2024-10-04,2026-10-02,56.0,4.671,3개월,10055.0,3.9,11410000,11472750,4.0,False,True
2026-08-07,KR6214342G35,한국투자캐피탈134-2,한국투자캐피탈,금융채,A0,2026-03-19,2028-03-16,587.0,4.53,3개월,9965.0,5.148,9790000,9701667,4.0,False,True
2026-08-07,KR6214343F43,한국투자캐피탈126-3,한국투자캐피탈,금융채,A0,2025-04-04,2027-04-02,238.0,4.184,3개월,10000.0,4.787,910000,910010,4.0,False,True
2026-08-07,KR6214343G34,한국투자캐피탈134-3,한국투자캐피탈,금융채,A0,2026-03-19,2028-03-17,588.0,4.53,3개월,9980.0,5.049,16510000,16458760,4.0,False,True
2026-08-07,KR6214344F67,한국투자캐피탈128-2,한국투자캐피탈,금융채,A0,2025-06-24,2026-11-24,109.0,3.781,3개월,10038.0,4.017,10000,10038,4.0,False,True
2026-08-07,KR6214346EB9,한국투자캐피탈117-5,한국투자캐피탈,금융채,A0,2024-11-13,2026-11-13,98.0,4.711,3개월,10137.7,3.662,10000,10137,4.0,False,True
2026-08-07,KR6214348E49,한국투자캐피탈111-3,한국투자캐피탈,금융채,A0,2024-04-12,2027-04-12,248.0,5.788,3개월,10131.0,4.429,9190000,9201960,4.0,False,True
2026-08-07,KR621434AEB8,한국투자캐피탈119-3,한국투자캐피탈,금융채,A0,2024-11-28,2026-09-28,52.0,4.595,3개월,10099.0,3.849,10000,10099,4.0,False,True
2026-08-07,KR6251272E33,넷마블2-2,넷마블,회사채,A+,2024-03-07,2027-03-05,210.0,5.006,3개월,10110.0,4.522,12810000,12950910,4.0,False,True
2026-08-07,KR6290291F86,신한자산신탁1,신한자산신탁,금융채,A-,2025-08-01,2027-07-30,357.0,5.47,3개월,10050.0,5.036,10000,10050,4.0,False,True
2026-08-07,KR6294871F60,IPARK현대산업개발5-1,아이파크현대산업개발,회사채,A0,2025-06-27,2027-06-25,322.0,3.647,3개월,9950.0,4.694,4970000,4945150,4.0,False,True
2026-08-07,KR6310101F41,키움캐피탈214,키움캐피탈,금융채,A0,2025-04-11,2026-10-08,62.0,4.114,3개월,10036.7,3.731,10000,10036,4.0,False,True
2026-08-07,KR6310102F32,키움캐피탈211-2,키움캐피탈,금융채,A0,2025-03-04,2026-09-04,28.0,4.333,3개월,10050.0,7.627,10000,10050,4.0,False,True
2026-08-07,KR6310102FC4,키움캐피탈229-2,키움캐피탈,금융채,A0,2025-12-23,2027-11-23,473.0,4.227,3개월,10050.0,4.238,1000000,1005000,4.0,False,True
2026-08-07,KR6310106F61,키움캐피탈222-2,키움캐피탈,금융채,A0,2025-06-26,2027-03-26,231.0,4.119,3개월,10010.0,4.708,10800000,10805500,4.0,False,True
2026-08-07,KR6310107F60,키움캐피탈222-3,키움캐피탈,금융채,A0,2025-06-26,2027-06-25,322.0,4.252,3개월,9999.0,4.823,7610000,7609383,4.0,False,True
2026-08-07,KR6310108F36,키움캐피탈213-2,키움캐피탈,금융채,A0,2025-03-21,2027-03-19,224.0,4.572,3개월,10046.0,4.772,1348190000,1354391674,4.0,False,True
2026-08-07,KR6316141995,우리금융조건부(상)3-1(후),우리금융지주,금융채,AA0,2019-09-06,2027-09-06,395.0,2.13,3개월,9830.0,4.084,1510000,1484330,4.0,False,True
2026-08-07,KR6316141C27,우리금융조건부(상)11(신종),우리금융지주,금융채,AA-,2022-02-17,9999-12-31,,4.1,3개월,10010.0,4.133,13360000,13373360,4.0,True,True
2026-08-07,KR6316141D26,우리금융조건부(상)14(신종),우리금융지주,금융채,AA-,2023-02-10,9999-12-31,,4.65,1개월,10000.0,4.666,15890000,15883500,12.0,True,True
2026-08-07,KR6316141E25,우리금융조건부(상)16(신종),우리금융지주,금융채,AA-,2024-02-07,9999-12-31,,4.49,3개월,9950.0,4.512,520000,517400,4.0,True,True
2026-08-07,KR6329183E19,에이치디현대중공업8-3,에이치디현대중공업,회사채,AA-,2024-01-29,2027-01-29,175.0,4.599,3개월,10049.5,3.781,100000,100495,4.0,False,True
2026-08-07,KR6331593E27,에이치디현대케미칼6-3,에이치디현대케미칼,회사채,A0,2024-02-07,2029-02-07,915.0,4.936,3개월,9998.5,4.942,2310000,2301754,4.0,False,True
2026-08-07,KR6336262F33,두산퓨얼셀10-2,두산퓨얼셀,회사채,BBB0,2025-03-07,2028-03-07,578.0,5.068,3개월,10064.0,5.197,48780000,48961172,4.0,False,True
2026-08-07,KR6336262F82,두산퓨얼셀11-2,두산퓨얼셀,회사채,BBB0,2025-08-27,2028-08-25,749.0,5.005,3개월,10050.5,5.248,6630000,6646610,4.0,False,True
2026-08-07,KR6348371EB6,엔켐14CB,엔켐,회사채,BB0,2024-11-29,2029-11-29,1210.0,1.0,3개월,5870.0,0.0,962990000,565719405,4.0,True,True
2026-08-07,KR6361612E21,SK아이이테크놀로지1-2,에스케이아이이테크놀로지,회사채,A-,2024-02-29,2027-02-26,203.0,4.766,3개월,10060.0,5.326,13760000,13842560,4.0,False,True
2026-08-07,KR6361612FA4,SK아이이테크놀로지6-2(녹),에스케이아이이테크놀로지,회사채,A-,2025-10-28,2028-10-27,812.0,4.6,3개월,10000.0,4.658,3700000,3700000,4.0,False,True
2026-08-07,KR6404712DA6,에스케이온4-2(녹),에스케이온,회사채,A+,2023-10-31,2026-10-30,84.0,5.834,3개월,10030.0,5.001,5000000,5015000,4.0,False,True
2026-08-07,KR6404712E36,에스케이온5-2(녹),에스케이온,회사채,A+,2024-03-07,2027-03-05,210.0,4.73,3개월,10060.0,5.05,3150000,3167645,4.0,False,True
2026-08-07,KR6427082F20,세아베스틸2-2,세아베스틸,회사채,A+,2025-02-13,2030-02-13,1286.0,3.745,3개월,9813.5,4.593,330000,323845,4.0,False,True
2026-08-07,KR6473521DC3,뉴스타반포3제일차유1,뉴스타반포3제일차유동화전문,유동화증권,AA+,2023-12-06,2026-09-30,54.0,4.67,3개월,10055.0,4.185,140000,140770,4.0,False,True
2026-08-07,KRC0355P2694,국고채원금03290-2609(21-7),대한민국,국채,,2024-12-27,2026-09-10,34.0,3.29,12개월,9975.9,2.844,21000000000,20949750000,1.0,False,True
2026-08-07,KRC035AP26C3,국고채원금03580-2612(16-8),대한민국,국채,,2022-09-16,2026-12-10,125.0,3.58,12개월,9899.2,3.046,24000000000,23758290000,1.0,False,True
2026-08-07,KRC035FP2732,국고채원금03260-2703(07-3),대한민국,국채,,2007-04-17,2027-03-10,215.0,3.26,12개월,9807.8,3.373,20000000000,19616265000,1.0,False,True
